Bytes,Memcpy,Memcpy_Moop,Memcpy_Fast
2649,184505,42515,13460
2650,184915,42335,13630
2651,185175,42665,14165
2652,184860,42605,13320
2653,185045,42925,13750
2654,185325,42775,13930
2655,185575,43075,14320
2656,184930,42030,13280
2657,184925,42375,13750
2658,185315,42145,14030
2659,185775,42675,14370
2660,185170,42165,13490
2661,185425,42505,14050
2662,186315,43375,14350
2663,186145,42785,14580
2664,185840,42115,12080
2665,185815,42495,12660
2666,185805,42310,12730
2667,186165,43430,13130
2668,185820,42545,12320
2669,185655,42565,12680
2670,186035,42595,13050
2671,186415,42945,13290
2672,186070,42520,12465
2673,186225,42645,12890
2674,186565,42575,13080
2675,186775,43055,13490
2676,186490,42700,12710
2677,186455,43045,13230
2678,186555,43455,13460
2679,187175,43275,13650
2680,186650,42545,12740
2681,186905,43055,13320
2682,186975,42875,13420
2683,188395,55615,13870
2684,186910,43205,13120
2685,187335,43285,13500
2686,187475,43265,13780
2687,187655,43895,14160
2688,187200,43035,13000
2689,187435,42625,13550
2690,187705,42655,13890
2691,187865,43145,14140
2692,187480,42725,13380
2693,187745,43015,14015
2694,188095,43235,14140
2695,188345,43275,14420
2696,187800,42585,12380
2697,187805,42915,12940
2698,188145,42770,13080
2699,188835,43155,13510
2700,201520,43035,12670
2701,188135,43125,12910
2702,188345,43135,13320
2703,188415,43645,13640
2704,187980,43550,12630
2705,188315,42985,13140
2706,188705,43265,13520
2707,189125,43285,13680
2708,188530,43240,12930
2709,190165,43665,13460
2710,189075,43625,13720
2711,189265,43865,14000
2712,188770,43035,12980
2713,188905,43545,13450
2714,189155,43660,13770
2715,189755,43645,14090
2716,188960,43645,13260
2717,189485,43775,13780
2718,189715,43650,14030
2719,190155,45460,14460
2720,189600,42730,13220
2721,189585,43115,13810
2722,189775,43285,14170
2723,190045,43445,14350
2724,189800,43165,13775
2725,202770,43615,14260
2726,190445,43515,14300
2727,190635,43765,14680
2728,190120,43265,12520
2729,190205,43215,13415
2730,190485,43460,13190
2731,190625,43875,13550
2732,189890,43365,12600
2733,190145,43465,13000
2734,190725,43645,13400
2735,190875,44375,13660
2736,190390,43240,12740
2737,190755,43475,13250
2738,190915,43635,13520
2739,191205,43775,13750
2740,191060,44170,13080
2741,191165,44235,13550
2742,191205,43950,13800
2743,191775,44305,13970
2744,191020,43715,13020
2745,191245,44120,13640
2746,191545,43755,13820
2747,192085,44415,14030
2748,191320,43945,13380
2749,191585,44245,13860
2750,191955,46720,14200
2751,192255,44645,14440
2752,191670,43290,13360
2753,191985,43935,13910
2754,192065,43635,14140
2755,192305,43785,14915
2756,192260,43855,13740
2757,192245,44185,14070
2758,192455,43955,14450
2759,192785,44225,14830
2760,192200,43795,12770
2761,192655,43755,13280
2762,192495,43780,13530
2763,192865,44195,13800
2764,192180,43805,12960
2765,192595,44085,13440
2766,192625,45005,13710
2767,193015,44415,14040
2768,192680,43780,13030
2769,192855,44145,13510
2770,193085,43965,13830
2771,193365,44495,14120
2772,192970,44430,13370
2773,193135,44515,13850
2774,193575,44395,14120
2775,193845,45035,14370
2776,192930,44455,13320
2777,193445,44295,13720
2778,193735,44535,14150
2779,194245,44625,14400
2780,193400,44375,13620
2781,194275,45205,14270
2782,194175,44715,14460
2783,194415,45065,14650
2784,207740,43890,13580
2785,193825,43995,14050
2786,266550,44255,14530
2787,194775,44585,14840
2788,194070,44175,13930
2789,194515,44465,14490
2790,194645,44655,14830
2791,195065,45060,15030
2792,194590,44125,12650
2793,194355,44505,13110
2794,194615,44270,13280
2795,195205,44525,13590
2796,194360,44740,12860
2797,194635,44545,13240
2798,195085,44575,13460
2799,195205,45425,13860
2800,194960,44270,12830
2801,195085,45610,13390
2802,195395,44505,13660
2803,195635,45055,13870
2804,195200,44710,13140
2805,195295,44985,13710
2806,195715,46700,14010
2807,196025,45315,14150
2808,195570,44555,13200
2809,195735,44995,13680
2810,195965,44885,13850
2811,196305,47330,14220
2812,195850,45115,13490
2813,196005,45175,13890
2814,196385,45255,14280
2815,196865,45765,14520
2816,196070,44270,13635
2817,196355,44665,13950
2818,196465,44805,14180
2819,196785,44845,14530
2820,196320,44665,13840
2821,196505,47200,14330
2822,196935,44935,14600
2823,197155,45285,14780
2824,196840,44825,12880
2825,196645,44665,13130
2826,196895,46485,13730
2827,197375,45175,13860
2828,196460,44785,12930
2829,196725,45035,13590
2830,197245,45325,13750
2831,197465,46470,14090
2832,197180,44760,13160
2833,197265,45175,13500
2834,197545,45045,13860
2835,197725,45275,14210
2836,197430,46495,13300
2837,197735,45475,13910
2838,197845,45525,14310
2839,198205,45965,14460
2840,197810,45045,13310
2841,197855,46380,13920
2842,198175,45515,14150
2843,198425,45655,14390
2844,198080,45425,13850
2845,198275,45945,14080
2846,198465,46940,14570
2847,198815,45995,14870
2848,198220,44900,13700
2849,198595,44970,14210
2850,198685,45035,14650
2851,199075,46500,14870
2852,198590,45115,14010
2853,198935,45395,14590
2854,199145,45685,14800
2855,199535,45745,15090
2856,199080,46510,12980
2857,199095,45385,13330
2858,199215,45220,13480
2859,199375,45505,13880
2860,198610,45485,13020
2861,199115,46370,25380
2862,199405,45555,13740
2863,199615,46095,14130
2864,199420,45200,13140
2865,199335,45505,13680
2866,199635,46250,14070
2867,200145,45815,14230
2868,199570,45690,13520
2869,199725,46175,13840
2870,200195,45885,14280
2871,200485,47160,14580
2872,199930,45745,13410
2873,200265,45765,13980
2874,200305,45795,14330
2875,200705,46305,14410
2876,200000,46620,13870
2877,200465,46155,14300
2878,200655,46445,14570
2879,200885,46535,14820
2880,200520,45180,13730
2881,200720,46540,14350
2882,201275,45495,14610
2883,201315,45825,14790
2884,200570,45875,14130
2885,201095,45885,14650
2886,201275,46415,15120
2887,201615,46475,15180
2888,201010,45525,13200
2889,201155,45645,13670
2890,201455,45920,13950
2891,255170,46185,14250
2892,201080,45815,13300
2893,201375,46275,13860
2894,201575,46045,14070
2895,201945,46395,14410
2896,201870,46260,13500
2897,201605,45995,13980
2898,201795,46305,14230
2899,202315,46305,14450
2900,201670,46180,13690
2901,202265,47115,14310
2902,202295,46455,14520
2903,202675,46805,14830
2904,202110,46245,13840
2905,202455,46255,14290
2906,202525,46845,14610
2907,203005,46845,14840
2908,202370,46425,14080
2909,202645,46625,14590
2910,202815,46935,14910
2911,203295,47145,15180
2912,202770,45730,14020
2913,217140,46245,14690
2914,203095,46015,14810
2915,203285,46315,15495
2916,203250,46345,14470
2917,203455,46375,14870
2918,203695,46475,15190
2919,204015,46915,15500
2920,203340,46015,13205
2921,203375,46285,13470
2922,203545,46410,13750
2923,203865,46535,14020
2924,203140,46255,13080
2925,203355,47780,13760
2926,203740,46535,13900
2927,204105,46835,14220
2928,203770,46440,13240
2929,203975,46465,13740
2930,203985,46780,14060
2931,204745,47005,14330
2932,204190,46620,13560
2933,204355,46945,14120
2934,204595,47165,14360
2935,205385,47745,14710
2936,204450,46445,13440
2937,204455,46955,14130
2938,204735,46845,14350
2939,205015,47145,14680
2940,204390,47315,13950
2941,205015,47185,14330
2942,205195,47215,14600
2943,205655,47725,14940
2944,205190,46230,83955
2945,205235,46645,14450
2946,205345,46715,14760
2947,205685,46805,14970
2948,205150,46625,14210
2949,205445,47175,14895
2950,205785,47095,15010
2951,206045,47195,15400
2952,205490,46735,13170
2953,205385,46675,13690
2954,205685,47170,13950
2955,206225,46945,14180
2956,205310,46745,13410
2957,219150,47185,14010
2958,206065,47195,14445
2959,206395,47525,14440
2960,206000,46860,13580
2961,206225,47005,13910
2962,206205,46985,14280
2963,206575,48490,26860
2964,206380,47160,13800
2965,206575,47405,14290
2966,206845,47675,14630
2967,206995,47715,14830
2968,261040,47105,13870
2969,206785,47495,14460
2970,207025,47365,14520
2971,207245,47565,14930
2972,206790,47615,14210
2973,206765,48125,14700
2974,207385,47655,14900
2975,207545,48215,15220
2976,207290,46650,14150
2977,207215,47015,14650
2978,207965,47375,14940
2979,207835,47295,15130
2980,207440,47135,14390
2981,207645,47565,14990
2982,208025,47535,15415
2983,208325,47885,15580
2984,207800,47255,13480
2985,207705,47165,13770
2986,208185,47230,14030
2987,208285,48220,14320
2988,207670,47285,13450
2989,207955,47515,13930
2990,208285,47755,14300
2991,208445,47865,14560
2992,208620,47720,13580
2993,208335,47625,14140
2994,208595,47425,14340
2995,208895,47725,14630
2996,208690,47860,13950
2997,208595,48265,14430
2998,209105,47905,14660
2999,209395,48435,15000
3000,209030,47495,13910
3001,208865,47925,14615
3002,209245,48085,14710
3003,209505,48055,14890
3004,209120,47875,14190
3005,209165,48375,14770
3006,209645,49790,14970
3007,209775,48445,15330
3008,209520,47410,14250
3009,209405,47505,14690
3010,209845,47535,15000
3011,279760,48085,15400
3012,209750,47625,14520
3013,209965,47995,15080
3014,210285,48135,15380
3015,210505,48225,15590
3016,209700,47875,13750
3017,209975,47865,14130
3018,210075,47650,14370
3019,210615,47905,14660
3020,209780,47985,14605
3021,210495,48155,14160
3022,210445,48005,14580
3023,210785,48695,14920
3024,210420,47700,13880
3025,210405,47955,14575
3026,210895,48125,14700
3027,211065,48265,14930
3028,210700,48090,14120
3029,210975,48625,14770
3030,280920,48595,15040
3031,211575,48745,15170
3032,211200,48125,14200
3033,211125,48265,14690
3034,211415,48245,14970
3035,212145,48995,15300
3036,211260,48365,14460
3037,211365,48605,15010
3038,211895,48895,15340
3039,212015,48985,15620
3040,212410,47850,14550
3041,211755,48305,15120
3042,212055,48025,15300
3043,212335,48425,15670
3044,211790,49470,14760
3045,212175,48385,15300
3046,212365,48415,15670
3047,212875,48925,15910
3048,212200,48045,13510
3049,283930,48390,13810
3050,212775,48190,14130
3051,212760,48545,14360
3052,212680,48475,13690
3053,212415,48645,14050
3054,212575,48955,14340
3055,212895,49035,14680
3056,212710,48190,13720
3057,212735,48375,14180
3058,213145,48685,14635
3059,213615,48905,14770
3060,212890,48630,14000
3061,213135,49215,14480
3062,213645,48935,14780
3063,213825,49600,15070
3064,213250,48665,14070
3065,213395,48725,14470
3066,213675,48835,14810
3067,213945,49245,15070
3068,213210,49195,14410
3069,213675,49945,14870
3070,214285,49125,15110
3071,214325,49475,15370
3072,213830,48350,14465
3073,214065,48585,14830
3074,214145,48515,15130
3075,214855,49025,15440
3076,213970,48625,14650
3077,214395,49620,15460
3078,214685,49115,15400
3079,214925,49205,15720
3080,214340,48465,13730
3081,214225,48795,14250
3082,214575,48960,14460
3083,214975,48935,14650
3084,214360,48965,13950
3085,214565,48985,14270
3086,214855,49115,15145
3087,215455,49475,14860
3088,214860,48660,13850
3089,214975,48915,14410
3090,215185,49105,14810
3091,215475,49990,15050
3092,215050,49100,14220
3093,215495,49705,14840
3094,215775,49425,14930
3095,216105,49675,15380
3096,215190,49395,14320
3097,215425,49395,14700
3098,216015,49555,15130
3099,216315,49675,15290
3100,216050,49445,14775
3101,216705,49795,15160
3102,216185,49615,15330
3103,216735,49915,15550
3104,215970,48890,14640
3105,216145,49190,15160
3106,216575,49005,15280
3107,216795,49465,15730
3108,216180,49045,14920
3109,216555,49365,15400
3110,216605,49795,15730
3111,217115,49695,15960
3112,216760,49105,13760
3113,216565,49485,14240
3114,217105,49170,14615
3115,217355,49545,14820
3116,216440,49385,13950
3117,216915,49425,14450
3118,217135,49715,14700
3119,219635,49975,14980
3120,216970,49120,13870
3121,217135,49665,14570
3122,217555,49385,14790
3123,217805,49705,15515
3124,217700,49820,14230
3125,217525,49835,14700
3126,217965,49865,15090
3127,218205,50575,15310
3128,217670,50310,14460
3129,217895,50095,14770
3130,218045,49765,15030
3131,218295,50065,15390
3132,218020,50015,14720
3133,217765,50515,15120
3134,218495,50255,15440
3135,219055,50725,15710
3136,218230,49170,14630
3137,218345,49415,15335
3138,218585,49705,15490
3139,219125,49865,15680
3140,218410,49565,14960
3141,218875,50065,15570
3142,219345,50275,15800
3143,233610,50395,16110
3144,218930,49515,14060
3145,218955,49765,14550
3146,218865,49890,14855
3147,219235,50065,15050
3148,218700,49665,14120
3149,218855,50145,14780
3150,219345,50055,15020
3151,220185,51785,15350
3152,219190,49660,14240
3153,219315,49895,14770
3154,233860,50085,15150
3155,219815,50225,15565
3156,219360,50280,14550
3157,219915,50765,15220
3158,219945,50405,15320
3159,220240,50805,15710
3160,290340,50185,14660
3161,219895,50325,15060
3162,220165,50405,15440
3163,220415,50765,15730
3164,220120,50325,14880
3165,220545,50895,15530
3166,220605,50645,15740
3167,220915,50995,16010
3168,220390,49870,14920
3169,220565,51100,15660
3170,221055,49935,15720
3171,221075,50555,16090
3172,220560,50055,15280
3173,221025,50445,15840
3174,221305,50665,16100
3175,221465,50675,16270
3176,220950,50145,14020
3177,221005,50055,14330
3178,221275,121675,14660
3179,221805,50685,14960
3180,220890,50225,13960
3181,221375,50455,14570
3182,221625,50715,14790
3183,221535,51275,15160
3184,221300,50480,14140
3185,221725,50485,14560
3186,221785,50415,14840
3187,236170,50925,15375
3188,221850,50850,14430
3189,222005,50945,14880
3190,222255,51105,15250
3191,222535,51295,15510
3192,222695,50585,14480
3193,222245,50975,14960
3194,222465,50695,15170
3195,222675,51375,15550
3196,222360,50835,14915
3197,222455,51235,15260
3198,223075,51445,15530
3199,223245,51485,15880
3200,222730,50080,14710
3201,223655,50895,15350
3202,223045,50475,15540
3203,223295,50775,15820
3204,222900,50705,15070
3205,223195,50835,15795
3206,223475,51225,15900
3207,223655,51245,16160
3208,223080,50445,14190
3209,223315,50905,14640
3210,224315,50890,14880
3211,223755,50995,15050
3212,223210,50925,14320
3213,223395,50995,14790
3214,223765,50975,15335
3215,223985,51485,15330
3216,223590,50590,14360
3217,223715,51155,14990
3218,224145,51005,15140
3219,224955,51545,15520
3220,224080,51320,14730
3221,224185,51455,15160
3222,224485,51535,15420
3223,224795,51840,15925
3224,224220,51055,14690
3225,224395,51895,15250
3226,224855,51335,15440
3227,224965,51485,15740
3228,237800,51485,14980
3229,224675,51645,15490
3230,225195,51575,15710
3231,225195,52085,16160
3232,224930,50620,15155
3233,225105,51115,15710
3234,225345,51125,15820
3235,225545,51265,15990
3236,225110,51515,15440
3237,226555,51715,15890
3238,225735,51305,16020
3239,240110,51965,16450
3240,225470,50985,14230
3241,225585,51085,14875
3242,225985,51340,14890
3243,225800,51405,15200
3244,225410,51285,14350
3245,225675,51695,14790
3246,226915,51665,15180
3247,226275,52075,15430
3248,225990,51110,14430
3249,225895,51385,14950
3250,226305,120155,15290
3251,226515,51845,15560
3252,226010,51550,14720
3253,226265,52155,15290
3254,226735,51975,15570
3255,226725,52335,15890
3256,226680,51545,14700
3257,226415,51845,15320
3258,227015,51935,15510
3259,227275,52270,15970
3260,226780,51745,15100
3261,227175,52295,15550
3262,227325,52215,15860
3263,227645,52655,16250
3264,226980,51280,15160
3265,227215,51525,15590
3266,227535,51615,15950
3267,227815,51705,16080
3268,227180,51740,15480
3269,227725,52175,15960
3270,227885,51925,16200
3271,228215,52435,16520
3272,227690,51455,14685
3273,227625,51675,14880
3274,227995,51930,15230
3275,228075,51925,15470
3276,227640,51645,14760
3277,229455,52785,15070
3278,228215,52055,15340
3279,228255,52605,15740
3280,228130,51620,14730
3281,228365,51855,15385
3282,228645,52135,15500
3283,228945,52135,15850
3284,228320,52060,27925
3285,228505,52545,15570
3286,228795,52485,15870
3287,229325,53145,16090
3288,228710,51985,15060
3289,228865,52235,15560
3290,229285,54440,15930
3291,229365,52465,16120
3292,228800,52335,15510
3293,229265,52865,15880
3294,229945,52605,16080
3295,229515,53305,16560
3296,229350,51630,15390
3297,229425,51865,15850
3298,229785,52155,16270
3299,230205,52510,16430
3300,229460,52095,15840
3301,229595,52645,16230
3302,230195,52415,16500
3303,230485,53065,16965
3304,229990,52195,14300
3305,229785,52165,14690
3306,230305,52370,15070
3307,230395,52365,15270
3308,231360,52655,14480
3309,230125,52625,14990
3310,230355,52505,15240
3311,230615,52955,15590
3312,230450,52140,14715
3313,230725,52545,14920
3314,230825,52535,15370
3315,231095,52675,15550
3316,230550,52550,14910
3317,230685,52985,15380
3318,231225,52905,15630
3319,231635,53445,16030
3320,231030,52475,14800
3321,230915,52920,15480
3322,231295,53015,15690
3323,231545,53035,15900
3324,231070,52905,15160
3325,231415,53275,16125
3326,231545,53395,15960
3327,232105,53705,16300
3328,231540,52090,15200
3329,231635,52405,15710
3330,231925,52675,16040
3331,232145,52835,16260
3332,231810,52605,15470
3333,232105,52955,16010
3334,232225,53730,16380
3335,232905,53285,16610
3336,232080,52515,14590
3337,231945,52505,14920
3338,232505,52860,16015
3339,233125,52955,15690
3340,231930,52755,14820
3341,232465,53110,15150
3342,232605,53085,15490
3343,234335,53785,15830
3344,232600,52600,14780
3345,232955,52935,15270
3346,232835,53025,15650
3347,233295,53265,16015
3348,232760,53120,15220
3349,232965,53575,15640
3350,233495,53445,15880
3351,233685,54015,16250
3352,233075,53035,15140
3353,233435,53265,15550
3354,233505,53405,15970
3355,233845,53445,16090
3356,233220,53630,15470
3357,233585,53835,15920
3358,233845,53585,16190
3359,248920,54145,16680
3360,233740,52580,15715
3361,234025,53045,15930
3362,234135,53085,16300
3363,234525,53325,16620
3364,233970,53655,15850
3365,234155,53425,16340
3366,234465,53415,16510
3367,234865,53825,16940
3368,234220,52925,14710
3369,234295,53410,15115
3370,234915,53290,15390
3371,234855,53335,15590
3372,234160,53345,14810
3373,234375,53465,15655
3374,234905,53615,15510
3375,235225,53955,15920
3376,234880,53190,14765
3377,234645,53395,15450
3378,235635,53845,15750
3379,235495,53645,15980
3380,249540,53790,15230
3381,235265,53795,15670
3382,235675,54550,16180
3383,235735,54515,16360
3384,235460,53395,15200
3385,235535,53935,15780
3386,235895,53755,16115
3387,236015,54175,16290
3388,235660,53995,15610
3389,235845,54085,16030
3390,236085,54115,16350
3391,236125,54625,16590
3392,235780,53140,15500
3393,236795,53585,16110
3394,236395,53535,16330
3395,308940,53855,16890
3396,236150,53735,15870
3397,236465,53765,16310
3398,236725,54135,16740
3399,236945,56620,16990
3400,236350,53455,15000
3401,236705,53850,15465
3402,236735,53735,15695
3403,237095,53940,16035
3404,236460,53955,15160
3405,236775,53950,15645
3406,237205,54280,15965
3407,237475,54370,16175
3408,237060,53780,15190
3409,237265,54090,15725
3410,237305,54080,15985
3411,237985,54460,16355
3412,237380,54485,15600
3413,237625,54400,16075
3414,237795,54720,16365
3415,238225,54840,16575
3416,237840,54035,15625
3417,237885,54590,16075
3418,238155,54460,16315
3419,238445,54920,16675
3420,238120,54355,15840
3421,238295,54800,16425
3422,238435,54890,16675
3423,238835,54980,17085
3424,238230,53930,15880
3425,238955,54380,16405
3426,238725,54090,16675
3427,239055,54650,16895
3428,238590,54165,16130
3429,238855,54780,16895
3430,239175,54480,16915
3431,239505,54660,17355
3432,238860,54185,14770
3433,238925,54215,15305
3434,239275,54410,15540
3435,239245,54655,15790
3436,238650,54315,15000
3437,239785,54705,15480
3438,239205,54795,15780
3439,239625,54775,16030
3440,239360,54380,14970
3441,239505,54545,15500
3442,240355,55145,15880
3443,240035,54825,16130
3444,239560,54660,15370
3445,239865,55115,15930
3446,240205,55350,16270
3447,240445,55565,16460
3448,239840,54505,15380
3449,240115,54755,15860
3450,240465,54975,16315
3451,240675,55185,16420
3452,240100,54825,15730
3453,240675,55505,16180
3454,240725,55295,16480
3455,241695,55685,16770
3456,240330,54290,15570
3457,240475,54605,16370
3458,240925,54675,16470
3459,242155,55405,16800
3460,240740,54845,16080
3461,240945,54825,16540
3462,241335,54935,16830
3463,241665,55610,17130
3464,241020,54465,15080
3465,241115,54845,15480
3466,241385,54630,15650
3467,241555,54885,16125
3468,240990,54915,15210
3469,241195,55085,15580
3470,241605,55015,15980
3471,241845,55475,16785
3472,241410,54910,15230
3473,241775,55225,15800
3474,241955,54945,16000
3475,242185,55295,16370
3476,241560,55330,15570
3477,242165,55555,16050
3478,242935,55685,16430
3479,242425,55815,16670
3480,244190,55355,15670
3481,242205,55505,16070
3482,242655,55355,16340
3483,256720,55935,16750
3484,242300,56040,16090
3485,242575,55735,16590
3486,242865,55945,16610
3487,243145,55965,17120
3488,242780,55000,16015
3489,243035,55125,16400
3490,242955,55085,16600
3491,243455,55645,17090
3492,243060,55025,16825
3493,243495,55665,16830
3494,243625,55475,16920
3495,243995,55725,17210
3496,243330,55315,15240
3497,243045,55305,15550
3498,243785,55460,15850
3499,243705,55475,16060
3500,243130,55275,15290
3501,245955,56415,15780
3502,243715,55605,16110
3503,244255,55885,16400
3504,243690,55410,15330
3505,243895,56250,15900
3506,244185,55595,16210
3507,244465,55835,16530
3508,243960,55690,15710
3509,244305,56155,16385
3510,244525,56065,16400
3511,245005,56455,16770
3512,244450,55385,15620
3513,244635,55785,16230
3514,245165,56075,16510
3515,244975,56045,16790
3516,244980,56095,16080
3517,244965,56175,16510
3518,244805,56435,16830
3519,245495,56715,17000
3520,244960,55300,16020
3521,245885,55675,16570
3522,246315,55645,16840
3523,245775,55875,17130
3524,245070,55775,16340
3525,245565,55805,16840
3526,259670,56210,17190
3527,245855,56265,17400
3528,245490,55595,15490
3529,245385,55775,15870
3530,245885,57505,16220
3531,247015,56175,16460
3532,245340,55765,15590
3533,245715,56015,16020
3534,245845,56335,16605
3535,246155,56415,16580
3536,246140,55870,15690
3537,245985,56045,16160
3538,246445,56005,16555
3539,246705,56535,16830
3540,246170,56230,15970
3541,246645,56615,16480
3542,246725,56435,16730
3543,247525,56905,17070
3544,246730,56235,15970
3545,246645,56245,16450
3546,247185,56515,16830
3547,247035,56755,17130
3548,246910,56425,16340
3549,247185,56905,16790
3550,247245,56725,17060
3551,248625,57925,17330
3552,247110,55740,16260
3553,247345,56005,16880
3554,247465,56195,17020
3555,304450,56485,17410
3556,247410,56365,16610
3557,247705,56475,17070
3558,247845,56325,17450
3559,248255,57580,17710
3560,247800,56035,15260
3561,247835,56415,15690
3562,247965,56250,15890
3563,248135,128955,16260
3564,247620,56385,15450
3565,247965,56555,15870
3566,248205,56725,16170
3567,248445,56895,16775
3568,248180,57260,15480
3569,248285,56435,15950
3570,248515,56495,16260
3571,248755,56975,17185
3572,248480,56770,15800
3573,248695,57975,16320
3574,249015,56895,16490
3575,249365,57295,16860
3576,248510,56675,15800
3577,248975,56665,16230
3578,249155,57925,16600
3579,249265,57125,16800
3580,248690,57015,16120
3581,249335,57265,16610
3582,249565,57235,16870
3583,249885,58475,17140
3584,250050,57010,16130
3585,249455,56475,16610
3586,249765,56635,16990
3587,249915,56835,17100
3588,306110,57725,16460
3589,250045,56915,16930
3590,250175,56865,17320
3591,250545,57355,17510
3592,249900,56840,15560
3593,249825,57725,16030
3594,250395,56720,16130
3595,250435,56995,16450
3596,249745,58440,15610
3597,250285,56975,16040
3598,250565,58105,16430
3599,250555,57225,16650
3600,250410,56570,15875
3601,250545,57135,16290
3602,250635,56955,16470
3603,251045,71375,16840
3604,250600,57210,16185
3605,250975,57585,16520
3606,251135,57675,16920
3607,251335,57685,17090
3608,250860,57005,16040
3609,251585,57475,16600
3610,251405,57185,16710
3611,251505,57825,17170
3612,251080,57405,16260
3613,251235,58375,16880
3614,251785,57705,17110
3615,252025,57925,17390
3616,251380,56860,16400
3617,251535,57185,16900
3618,252145,58115,17210
3619,252195,57395,17330
3620,251870,57065,16670
3621,251985,57535,17190
3622,252415,57405,17430
3623,252665,58115,17830
3624,252200,56965,15630
3625,252595,57505,16060
3626,252445,57370,16320
3627,252665,57415,16500
3628,252060,58195,15770
3629,254565,57905,16220
3630,252495,57515,16400
3631,253025,58025,16840
3632,252620,57210,15870
3633,327510,59315,16270
3634,253395,57445,16590
3635,253295,57735,16820
3636,252800,57880,16070
3637,308680,58175,16650
3638,253305,58275,16920
3639,253625,58255,17160
3640,253250,57455,16030
3641,253135,58050,16780
3642,253665,57805,16890
3643,253655,58355,17210
3644,253430,57945,16370
3645,253475,58910,17010
3646,253945,58415,17190
3647,254115,58445,17410
3648,253740,57930,16500
3649,253935,58700,17150
3650,254055,57435,17190
3651,254345,58115,17540
3652,254170,57575,16780
3653,254275,60050,17270
3654,254515,57845,17550
3655,254985,58195,17760
3656,254460,57765,15900
3657,254335,60060,16220
3658,254555,58080,16490
3659,254885,57975,16780
3660,254450,57775,15980
3661,254565,58235,16585
3662,254735,58135,16700
3663,255155,58635,17040
3664,254850,57650,16040
3665,254945,57935,16655
3666,255455,58195,16860
3667,255385,58215,17040
3668,255000,58900,16410
3669,255355,58285,17235
3670,255465,58515,17120
3671,255785,58925,17400
3672,255380,57935,16380
3673,255585,59025,17345
3674,255845,58395,17170
3675,256075,58615,17350
3676,255690,58595,16710
3677,255945,58655,17955
3678,256215,58985,17430
3679,256465,59005,17680
3680,256130,57700,16600
3681,256205,58175,18155
3682,257245,58145,17450
3683,256665,58655,17810
3684,256220,58145,17020
3685,256715,58255,17470
3686,256805,58645,17830
3687,257105,58585,18120
3688,256530,58255,15700
3689,256525,58165,15990
3690,257435,58240,16290
3691,257175,58525,16600
3692,256330,58215,15780
3693,257125,58655,16300
3694,257175,58695,16600
3695,257185,59875,16830
3696,257180,58190,15820
3697,257095,58425,16360
3698,257275,58715,16660
3699,257725,58775,16900
3700,257220,58960,16180
3701,257735,58905,16660
3702,257735,59035,17000
3703,258045,59445,17250
3704,257560,58375,16140
3705,272190,58835,16720
3706,258535,58935,17000
3707,258425,59005,17250
3708,257810,59035,16550
3709,258185,59165,16990
3710,258545,59415,17310
3711,258725,59445,17570
3712,258240,58470,16620
3713,258365,58415,17030
3714,259215,58665,17350
3715,259135,58975,17830
3716,258470,58605,16740
3717,258605,59035,17300
3718,266565,59075,17570
3719,259245,59155,17940
3720,258920,58725,15820
3721,258885,58705,16410
3722,259535,58810,16650
3723,259375,58855,16820
3724,258770,59785,16090
3725,264035,59005,16460
3726,259495,59135,16820
3727,259635,59525,17320
3728,259120,58680,15990
3729,259215,59795,16650
3730,260305,59115,16890
3731,259905,59265,17110
3732,259940,59330,16470
3733,260015,59365,17475
3734,261105,59655,17240
3735,260355,59745,17430
3736,259870,58915,16500
3737,260275,59475,17465
3738,260505,59465,17100
3739,260535,59785,17470
3740,260090,59315,16710
3741,260255,60015,17875
3742,260605,59835,17420
3743,261025,59995,17770
3744,260350,58890,16810
3745,260555,58975,17845
3746,261955,59215,17590
3747,261065,59255,17790
3748,260590,59145,17130
3749,260965,59545,17695
3750,261315,59595,17810
3751,261425,59905,18120
3752,261110,58875,16050
3753,261015,59435,16535
3754,261335,59270,16540
3755,261575,59475,16860
3756,260870,59505,16120
3757,261205,62570,16630
3758,261635,59735,16860
3759,262035,59875,17140
3760,261300,72750,16200
3761,261545,61630,16860
3762,261995,59455,16860
3763,262135,59965,17250
3764,261740,59610,16470
3765,261935,61190,17000
3766,262345,59915,17180
3767,262585,60245,17620
3768,262280,59665,16620
3769,261995,60450,17060
3770,263485,59995,17300
3771,262745,59965,17530
3772,262000,59805,16830
3773,262585,60450,17320
3774,262835,60175,17530
3775,263065,60695,17900
3776,262760,59120,16820
3777,334330,59745,17370
3778,263075,59445,17610
3779,263315,59745,17970
3780,262870,59745,17100
3781,266105,59955,17690
3782,263575,60045,17920
3783,263805,60155,18210
3784,263310,60525,16250
3785,264365,59975,16710
3786,263255,59730,16900
3787,263905,60145,17260
3788,263020,59735,16360
3789,277500,60195,16870
3790,263785,60015,17070
3791,264035,60245,17510
3792,263770,59820,16450
3793,263685,60065,16920
3794,264135,60135,17190
3795,264665,60175,17500
3796,263940,60380,16810
3797,271595,60525,17240
3798,264435,60405,17620
3799,264755,60885,17860
3800,264150,59895,16790
3801,265065,60435,17320
3802,264655,60275,17560
3803,265055,61465,17820
3804,264320,60195,17695
3805,265375,60715,17590
3806,264890,60855,17920
3807,265285,60945,18150
3808,265940,59820,17505
3809,265055,60105,17570
3810,265365,74325,18090
3811,265365,60285,18190
3812,265170,60075,17605
